Page,Titre,Sous-section,Section,Contenu,Liens,Images
"Consommation d’alcool, de tabac ou de drogues",Consommationd’alcool et de drogues,Lecannabiset le diabète,La légalisation du cannabis,"L’usage récréatif du cannabis est désormais autorisé au Canada. Il devient le premier pays du G7 à voter la légalisation du cannabis. On veut ainsi contrôler la production, la distribution, la vente et la possession de cannabis partout au Canada. Le gouvernement veut diminuer les risques associés à la consommation illégale de cannabis car : Il est impossible d’évaluer la teneur en THC du cannabis sur le marché noir.La qualité et la pureté du cannabis illégal ne sont pas garanties.Le cannabis est souvent mélangé («coupé») à d’autres substances afin d’en augmenter le volume et le poids, et donc le prix. Ces substances peuvent être des pesticides, d’autres drogues ou des métaux lourds comme le plomb. On peut aussi vouloir améliorer son aspect s’il est de mauvaise qualité. On utilise alors des gommes végétales, du henné, du cirage noir ou de l’huile de pneu.Tous ces additifs comportent de sérieux risques d’intoxication et d’atteintes respiratoires. Pour en savoir plus sur les lois relatives au cannabis, vous pouvez consulter la Loi sur le cannabis, la Loi sur la Société des alcools du Québec et la Modification au code de la sécurité routière.",https://diabete.eudonet.com/specif/EUDO_07984/Infolettres/Infolettres.aspx ; https://www.facebook.com/diabetequebec; https://ca.linkedin.com/company/diabète-québec; https://www.youtube.com/@DiabeteQuebec; https://www.instagram.com/diabetequebec/; https://www.diabete.qc.ca/nous-joindre/; https://www.diabete.qc.ca/faq/; https://www.diabete.qc.ca/plan-du-site/; https://www.diabete.qc.ca/conditions-dutilisation/; https://www.diabete.qc.ca/politique-de-confidentialite/; #; https://www.diabete.qc.ca/conditions-dutilisation/; https://www.vortexsolution.com/; https://www.vortexsolution.com/,https://www.diabete.qc.ca/wp-content/themes/diabete.qc.ca/dist/images/logo.svg; https://www.diabete.qc.ca/wp-content/themes/diabete.qc.ca/dist/images/logo.svg
"Consommation d’alcool, de tabac ou de drogues",Consommationd’alcool et de drogues,Lecannabiset le diabète,La prescription de cannabis à des fins médicales,"Santé Canada a autorisé deux traitements pharmacologiques dont la structure chimique s’apparente au cannabis. Ce sont des cannabinoïdes médicaux: Le Nabilone (Césamet) sous forme de comprimés qui sont remboursés par la Régie de l’assurance maladie du Québec (RAMQ). Il est approuvé pour le traitement des nausées et vomissements causés par la chimiothérapie;Le THC/CBD (Sativex) se présente en atomiseur par voie buccale (vaporisateur) et est remboursé à titre de médicament d’exception par la RAMQ. Il est utilisé entre autres pour soulager la spasticité et la douleur neuropathique chez les personnes atteintes de sclérose en plaques. En 2015, le Ministère de la santé a inscrit Césamet et Sativex pour la prise en charge de la douleur neuropathique. La prise de ces cannabinoïdes doit être complémentaire à la prescription de base de médicaments anti-inflammatoires et opoïdes (par exemple la codéine, l’oxycodone, la morphine) lorsque ces derniers ne soulagent pas efficacement la douleur.",https://diabete.eudonet.com/specif/EUDO_07984/Infolettres/Infolettres.aspx ; https://www.facebook.com/diabetequebec; https://ca.linkedin.com/company/diabète-québec; https://www.youtube.com/@DiabeteQuebec; https://www.instagram.com/diabetequebec/; https://www.diabete.qc.ca/nous-joindre/; https://www.diabete.qc.ca/faq/; https://www.diabete.qc.ca/plan-du-site/; https://www.diabete.qc.ca/conditions-dutilisation/; https://www.diabete.qc.ca/politique-de-confidentialite/; #; https://www.diabete.qc.ca/conditions-dutilisation/; https://www.vortexsolution.com/; https://www.vortexsolution.com/,https://www.diabete.qc.ca/wp-content/themes/diabete.qc.ca/dist/images/logo.svg; https://www.diabete.qc.ca/wp-content/themes/diabete.qc.ca/dist/images/logo.svg
"Consommation d’alcool, de tabac ou de drogues",Consommationd’alcool et de drogues,Lecannabiset le diabète,Les risques de la consommation de cannabis pour la santé,"Les connaissances sur le cannabis et ses impacts pour la santé demeurent un sujet en développement. La majorité des personnes qui consomment du cannabis ne subissent pas les conséquences négatives de cet usage. Cependant, il ne faut pas banaliser la consommation pour autant.",https://diabete.eudonet.com/specif/EUDO_07984/Infolettres/Infolettres.aspx ; https://www.facebook.com/diabetequebec; https://ca.linkedin.com/company/diabète-québec; https://www.youtube.com/@DiabeteQuebec; https://www.instagram.com/diabetequebec/; https://www.diabete.qc.ca/nous-joindre/; https://www.diabete.qc.ca/faq/; https://www.diabete.qc.ca/plan-du-site/; https://www.diabete.qc.ca/conditions-dutilisation/; https://www.diabete.qc.ca/politique-de-confidentialite/; #; https://www.diabete.qc.ca/conditions-dutilisation/; https://www.vortexsolution.com/; https://www.vortexsolution.com/,https://www.diabete.qc.ca/wp-content/themes/diabete.qc.ca/dist/images/logo.svg; https://www.diabete.qc.ca/wp-content/themes/diabete.qc.ca/dist/images/logo.svg
"Consommation d’alcool, de tabac ou de drogues",Consommationd’alcool et de drogues,Lecannabiset le diabète,Risques pour les capacités cognitives,"Les risques et les conséquences négatives de la consommation de cannabis pour la santé résultent notamment de ses effets sur les capacités cognitives d’une personne comme son jugement, son attention, sa mémoire et sa capacité à prendre des décisions. Ces effets peuvent parfois avoir des répercussions sur les activités quotidiennes de la personne, par exemple : la conduite automobile, le travail, les situations d’apprentissage et d’autres situations qui impliquent des gestes ou des actions nécessitant coordination et rapidité. Pour les adolescents, une consommation élevée et à un âge précoce peut nuire au développement du cerveau. Il est conseillé d’en consommer le moins possible pendant cette période, particulièrement avant 16 ans. Pour les consommateurs réguliers de fortes quantités de cannabis (5 joints ou plus par semaine), il est possible d’observer : Une diminution de la mémoire (immédiate et retardée), de l’attention et de la concentration;Une baisse de la capacité à organiser, à intégrer et à traiter des informations complexes. Certains troubles cognitifs peuvent persister quelques semaines après l’arrêt de la consommation, mais ils sont réversibles même chez les grands consommateurs.",https://diabete.eudonet.com/specif/EUDO_07984/Infolettres/Infolettres.aspx ; https://www.facebook.com/diabetequebec; https://ca.linkedin.com/company/diabète-québec; https://www.youtube.com/@DiabeteQuebec; https://www.instagram.com/diabetequebec/; https://www.diabete.qc.ca/nous-joindre/; https://www.diabete.qc.ca/faq/; https://www.diabete.qc.ca/plan-du-site/; https://www.diabete.qc.ca/conditions-dutilisation/; https://www.diabete.qc.ca/politique-de-confidentialite/; #; https://www.diabete.qc.ca/conditions-dutilisation/; https://www.vortexsolution.com/; https://www.vortexsolution.com/,https://www.diabete.qc.ca/wp-content/themes/diabete.qc.ca/dist/images/logo.svg; https://www.diabete.qc.ca/wp-content/themes/diabete.qc.ca/dist/images/logo.svg
"Consommation d’alcool, de tabac ou de drogues",Consommationd’alcool et de drogues,Lecannabiset le diabète,Risques pour la santé physique,"La consommation de cannabis peut amplifier certains problèmes de santé existants, comme certaines maladies chroniques : La consommation de cannabis augmente la fréquence cardiaque et peut en altérer le rythme.La consommation provoque une élévation de la pression artérielle.L’inhalation de la fumée de cannabis peut aggraver certaines maladies respiratoires déjà existantes et même en favoriser l’apparition. Aussi, la consommation de cannabis chez les personnes vivant avec le diabète de type 2 est associé à une augmentation des risques d’occlusion artérielle périphérique et d’infarctus du myocarde. Les risques de développer des problèmes aux reins sont également plus élevés chez les consommateurs de cannabis, que ces personnes vivent avec le diabète de type 1 ou 2.",https://diabete.eudonet.com/specif/EUDO_07984/Infolettres/Infolettres.aspx ; https://www.facebook.com/diabetequebec; https://ca.linkedin.com/company/diabète-québec; https://www.youtube.com/@DiabeteQuebec; https://www.instagram.com/diabetequebec/; https://www.diabete.qc.ca/nous-joindre/; https://www.diabete.qc.ca/faq/; https://www.diabete.qc.ca/plan-du-site/; https://www.diabete.qc.ca/conditions-dutilisation/; https://www.diabete.qc.ca/politique-de-confidentialite/; #; https://www.diabete.qc.ca/conditions-dutilisation/; https://www.vortexsolution.com/; https://www.vortexsolution.com/,https://www.diabete.qc.ca/wp-content/themes/diabete.qc.ca/dist/images/logo.svg; https://www.diabete.qc.ca/wp-content/themes/diabete.qc.ca/dist/images/logo.svg
"Consommation d’alcool, de tabac ou de drogues",Consommationd’alcool et de drogues,Lecannabiset le diabète,Risques pour la santé mentale,"La consommation de cannabis comporte des risques pour la santé mentale. Elle peut provoquer : Des symptômes dépressifs;De l’anxiété;Des symptômes psychotiques, comme des hallucinations ou des idées paranoïdes (dans la majorité des cas, ces symptômes sont limités à la période d’intoxication et cessent d’eux-mêmes);Des symptômes de sevrage suite à la dépendance qui peut survenir chez 9 % des adultes qui utilisent la marijuana à des fins récréatives. Chez les personnes dont un trouble de la santé mentale est déjà présent, il est possible que la consommation de cannabis accentue la maladie ou bien provoque la psychose et/ou la dépression.",https://diabete.eudonet.com/specif/EUDO_07984/Infolettres/Infolettres.aspx ; https://www.facebook.com/diabetequebec; https://ca.linkedin.com/company/diabète-québec; https://www.youtube.com/@DiabeteQuebec; https://www.instagram.com/diabetequebec/; https://www.diabete.qc.ca/nous-joindre/; https://www.diabete.qc.ca/faq/; https://www.diabete.qc.ca/plan-du-site/; https://www.diabete.qc.ca/conditions-dutilisation/; https://www.diabete.qc.ca/politique-de-confidentialite/; #; https://www.diabete.qc.ca/conditions-dutilisation/; https://www.vortexsolution.com/; https://www.vortexsolution.com/,https://www.diabete.qc.ca/wp-content/themes/diabete.qc.ca/dist/images/logo.svg; https://www.diabete.qc.ca/wp-content/themes/diabete.qc.ca/dist/images/logo.svg
"Consommation d’alcool, de tabac ou de drogues",Consommationd’alcool et de drogues,Lecannabiset le diabète,Risques de la combinaison avec d’autres substances,"Alcool Consommés séparément, l’alcool et le cannabis ont des effets néfastes mais pris ensemble ces deux produits sont encore plus dangereux, tout particulièrement pour la conduite d’un véhicule. Une étude canadienne réalisée en 2000 a montré que parallèlement à l’accroissement de la consommation de cannabis, on observait un accroissement de la consommation d’alcool. Les effets psychotropes du cannabis sont alors amplifiés parce que la consommation d’alcool provoque une absorption plus rapide du THC. De plus, le mélange alcool/drogue augmente les risques d’expériences psychotiques chez les personnes vulnérables, mais aussi de nausées et vomissements. Médicaments Le cannabis peut influencer l’effet des médicaments sur ordonnance ou en vente libre que vous prenez déjà. Ou certains médicaments peuvent avoir un impact sur les effets du cannabis. Il est donc primordial de discuter avec le pharmacien si vous décidez de consommer du cannabis.",https://diabete.eudonet.com/specif/EUDO_07984/Infolettres/Infolettres.aspx ; https://www.facebook.com/diabetequebec; https://ca.linkedin.com/company/diabète-québec; https://www.youtube.com/@DiabeteQuebec; https://www.instagram.com/diabetequebec/; https://www.diabete.qc.ca/nous-joindre/; https://www.diabete.qc.ca/faq/; https://www.diabete.qc.ca/plan-du-site/; https://www.diabete.qc.ca/conditions-dutilisation/; https://www.diabete.qc.ca/politique-de-confidentialite/; #; https://www.diabete.qc.ca/conditions-dutilisation/; https://www.vortexsolution.com/; https://www.vortexsolution.com/,https://www.diabete.qc.ca/wp-content/themes/diabete.qc.ca/dist/images/logo.svg; https://www.diabete.qc.ca/wp-content/themes/diabete.qc.ca/dist/images/logo.svg
"Consommation d’alcool, de tabac ou de drogues",Consommationd’alcool et de drogues,Lecannabiset le diabète,L’effet indésirable de la consommation de marijuana sur l’appétit,"Des chercheurs ont commencé en 1970 à étudier l’effet du THC sur les comportements alimentaires. Les résultats ont été clairs dès le début : les volontaires traités avec cette molécule avaient envie de consommer beaucoup plus de sucreries et de graisses, ils avaient plus d’appétit et ils appréciaient davantage la nourriture. Depuis, plusieurs études ont confirmé cet effet chez l’être humain et sur de nombreux modèles animaux. Chez les rats, l’action du THC est si puissante qu’elle les pousse à manger même quand ils sont gavés.",https://diabete.eudonet.com/specif/EUDO_07984/Infolettres/Infolettres.aspx ; https://www.facebook.com/diabetequebec; https://ca.linkedin.com/company/diabète-québec; https://www.youtube.com/@DiabeteQuebec; https://www.instagram.com/diabetequebec/; https://www.diabete.qc.ca/nous-joindre/; https://www.diabete.qc.ca/faq/; https://www.diabete.qc.ca/plan-du-site/; https://www.diabete.qc.ca/conditions-dutilisation/; https://www.diabete.qc.ca/politique-de-confidentialite/; #; https://www.diabete.qc.ca/conditions-dutilisation/; https://www.vortexsolution.com/; https://www.vortexsolution.com/,https://www.diabete.qc.ca/wp-content/themes/diabete.qc.ca/dist/images/logo.svg; https://www.diabete.qc.ca/wp-content/themes/diabete.qc.ca/dist/images/logo.svg
"Consommation d’alcool, de tabac ou de drogues",Consommationd’alcool et de drogues,Lecannabiset le diabète,Durée des effets du cannabis,"Les effets du cannabis ne sont pas les mêmes et n’ont pas la même durée pour tous. Cela peut varier selon la sorte et l’espèce de cannabis consommée, la quantité de THC par rapport à la quantité de CBD, la quantité de cannabis consommée ou encore la méthode de consommation. Pour le cannabis fumé, les composants actifs contenus dans la fumée passent des poumons dans le sang, atteignant un pic après 15 minutes. Les effets durent environ de 1 à 4 heures. Les effets produits par le cannabis  mélangé à la nourriture apparaissent après un délai d’environ 60 minutes. Son effet peut durer de 6 à 8 heures. Il y a un risque que la personne mange davantage de cet aliment car comme l’effet euphorisant est retardé, la personne peut penser que le cannabis n’est pas puissant. Il est important de préciser qu’il s’agit là de la durée des effets aigus du cannabis. Il existe par ailleurs des effets qui sont de plus longue durée, notamment sur la mémoire, l’attention et la motivation, et qui durent au moins jusqu’à l’arrêt de la consommation. La persistance d’effets au-delà de l’arrêt définitif de consommation est sujet à controverse. Globalement, une dose unique de THC procure des effets d’une durée approximative de quarante-cinq minutes. Si plusieurs doses sont consommées sur une période d’une heure, les effets perçus par le consommateur cesseront environ deux heures et demie après la consommation.",https://diabete.eudonet.com/specif/EUDO_07984/Infolettres/Infolettres.aspx ; https://www.facebook.com/diabetequebec; https://ca.linkedin.com/company/diabète-québec; https://www.youtube.com/@DiabeteQuebec; https://www.instagram.com/diabetequebec/; https://www.diabete.qc.ca/nous-joindre/; https://www.diabete.qc.ca/faq/; https://www.diabete.qc.ca/plan-du-site/; https://www.diabete.qc.ca/conditions-dutilisation/; https://www.diabete.qc.ca/politique-de-confidentialite/; #; https://www.diabete.qc.ca/conditions-dutilisation/; https://www.vortexsolution.com/; https://www.vortexsolution.com/,https://www.diabete.qc.ca/wp-content/themes/diabete.qc.ca/dist/images/logo.svg; https://www.diabete.qc.ca/wp-content/themes/diabete.qc.ca/dist/images/logo.svg
"Consommation d’alcool, de tabac ou de drogues",Consommationd’alcool et de drogues,Lecannabiset le diabète,Consommation de cannabis et diabète,,https://diabete.eudonet.com/specif/EUDO_07984/Infolettres/Infolettres.aspx ; https://www.facebook.com/diabetequebec; https://ca.linkedin.com/company/diabète-québec; https://www.youtube.com/@DiabeteQuebec; https://www.instagram.com/diabetequebec/; https://www.diabete.qc.ca/nous-joindre/; https://www.diabete.qc.ca/faq/; https://www.diabete.qc.ca/plan-du-site/; https://www.diabete.qc.ca/conditions-dutilisation/; https://www.diabete.qc.ca/politique-de-confidentialite/; #; https://www.diabete.qc.ca/conditions-dutilisation/; https://www.vortexsolution.com/; https://www.vortexsolution.com/,https://www.diabete.qc.ca/wp-content/themes/diabete.qc.ca/dist/images/logo.svg; https://www.diabete.qc.ca/wp-content/themes/diabete.qc.ca/dist/images/logo.svg
"Consommation d’alcool, de tabac ou de drogues",Consommationd’alcool et de drogues,Lecannabiset le diabète,Effets positifs à confirmer,"Il y a très peu d’études portant sur le cannabis et les effets sur le diabète. On peut s’attendre à une augmentation des recherches suite à la légalisation du cannabis. Soulagement de la douleur associée à la neuropathie Il est possible que le cannabis soit efficace pour le soulagement de la neuropathie diabétique. Cet effet de soulagement serait associé au CBD et non au THC. Cependant, peu d’études ont été effectuées sur le sujet et celles-ci étaient de courte durée et comportaient peu de participants. Plus d’études sont donc nécessaires avant de recommander le CBD pour le soulagement de la neuropathie diabétique. Augmentation de la sensibilité à l’insuline chez les personnes vivant avec le diabète de type 2 Selon une étude américaine publiée en 2013, la consommation de cannabis aurait pour effet d’augmenter la sensibilité à l’insuline chez les personnes vivant avec le diabète de type 2. Cet effet pourrait être relié à un indice de masse corporelle plus faible et à un meilleur métabolisme des glucides chez les consommateurs. Encore une fois, des études supplémentaires sont nécessaires pour confirmer ou non ces résultats.",https://diabete.eudonet.com/specif/EUDO_07984/Infolettres/Infolettres.aspx ; https://www.facebook.com/diabetequebec; https://ca.linkedin.com/company/diabète-québec; https://www.youtube.com/@DiabeteQuebec; https://www.instagram.com/diabetequebec/; https://www.diabete.qc.ca/nous-joindre/; https://www.diabete.qc.ca/faq/; https://www.diabete.qc.ca/plan-du-site/; https://www.diabete.qc.ca/conditions-dutilisation/; https://www.diabete.qc.ca/politique-de-confidentialite/; #; https://www.diabete.qc.ca/conditions-dutilisation/; https://www.vortexsolution.com/; https://www.vortexsolution.com/,https://www.diabete.qc.ca/wp-content/themes/diabete.qc.ca/dist/images/logo.svg; https://www.diabete.qc.ca/wp-content/themes/diabete.qc.ca/dist/images/logo.svg
"Consommation d’alcool, de tabac ou de drogues",Consommationd’alcool et de drogues,Lecannabiset le diabète,Effets négatifs à considérer,"Si les cannabinoïdes affectent le système métabolique, la sensibilité à l’insuline et l’appétit, il se peut aussi que l’utilisation fréquente de cannabis dérègle ces mêmes fonctions et produise ces effets indésirables : Élévation de la glycémie Le principal désavantage de l’utilisation de cannabis chez les personnes vivant avec le diabète est l’augmentation de l’appétit suivant la consommation. La consommation de cannabis est associée à une augmentation de l’envie pour des aliments sucrés et/ou riches en gras. La plus grande consommation de sucreries entraine une élévation rapide de la glycémie, ce qui est problématique chez les personnes vivant avec le diabète. Des valeurs très élevées de glycémie peuvent conduire à des urgences médicales. Cette augmentation de l’appétit peut également mener à un gain de poids, surtout si la consommation est fréquente, ce qui n’est pas souhaitable chez les personnes vivant avec le diabète. Prise en charge autonome de la glycémie plus difficile De façon générale, la consommation du cannabis est associée à un moins bon maintien du taux de sucre dans le sang à l’intérieur des valeurs cibles. Les risques d’hyperglycémie sont plus élevés due aux fringales, mais on observe aussi une augmentation de l’hémoglobine glyquée chez les personnes vivant avec le diabète de type 1 qui consomment du cannabis. En ce qui concerne les risques d’hypoglycémie chez les personnes vivant avec le diabète, ceux-ci sont semblables, que l’on consomme du cannabis ou non. Attention, le cannabis peut cependant diminuer la perception des hypoglycémies. Augmentation des risques d’acidocétose diabétique La consommation modérée de cannabis chez les personnes vivant avec le diabète de type 1 est associée à un risque presque doublé d’acidocétose diabétique. Cela est du à une augmentation de la glycémie en lien avec l’augmentation de l’appétit. Aussi, la consommation de cannabis peut provoquer des vomissements chez certaines personnes, ce qui peut mener à la déshydratation et au développement de l’acidocétose même si la glycémie se trouve dans les valeurs normales.",https://diabete.eudonet.com/specif/EUDO_07984/Infolettres/Infolettres.aspx ; https://www.facebook.com/diabetequebec; https://ca.linkedin.com/company/diabète-québec; https://www.youtube.com/@DiabeteQuebec; https://www.instagram.com/diabetequebec/; https://www.diabete.qc.ca/nous-joindre/; https://www.diabete.qc.ca/faq/; https://www.diabete.qc.ca/plan-du-site/; https://www.diabete.qc.ca/conditions-dutilisation/; https://www.diabete.qc.ca/politique-de-confidentialite/; #; https://www.diabete.qc.ca/conditions-dutilisation/; https://www.vortexsolution.com/; https://www.vortexsolution.com/,https://www.diabete.qc.ca/wp-content/themes/diabete.qc.ca/dist/images/logo.svg; https://www.diabete.qc.ca/wp-content/themes/diabete.qc.ca/dist/images/logo.svg
"Consommation d’alcool, de tabac ou de drogues",Consommationd’alcool et de drogues,Lecannabiset le diabète,Recommandations,"Suite à cela, plusieurs recommandations peuvent être émises quant à la consommation de cannabis chez les personnes vivant avec le diabète. D’abord, la consommation de cannabis n’est pas recommandée chez les adolescents et les adultes vivant avec le diabète, car aucune sécurité en lien avec la consommation n’a été démontré pour l’instant et parce sa consommation est associée à une moins bonne prise en charge autonome du diabète. Plus spécifiquement, chez les personnes vivant avec le diabète de type 1, la consommation de cannabis est associée à un risque supplémentaire, soit l’acidocétose diabétique. La consommation de cannabis est donc à éviter chez les personnes vivant avec le diabète de type 1 afin de limiter le risque d’acidocétose diabétique. Aucune consommation est préférable, mais en cas de consommation, voici quelques suggestions : Diminuer la consommation de cannabis graduellementDiminuer la quantité de cannabis par consommationAugmenter le temps entre les consommations de cannabisDiminuer la consommation de tabac. Le tabac a pour effet de réduire les effets du cannabis, ce qui peut mener à une augmentation de la consommation de cannabis pour ressentir les mêmes effets. Enfin, en cas de consommation, n’hésitez pas à en parler avec votre équipe de soin. Cela permettra à votre médecin et aux autres membres de votre équipe de soin de mieux vous accompagner et de faire le suivi de certains paramètres pouvant être affectés par la consommation de cannabis.",https://diabete.eudonet.com/specif/EUDO_07984/Infolettres/Infolettres.aspx ; https://www.facebook.com/diabetequebec; https://ca.linkedin.com/company/diabète-québec; https://www.youtube.com/@DiabeteQuebec; https://www.instagram.com/diabetequebec/; https://www.diabete.qc.ca/nous-joindre/; https://www.diabete.qc.ca/faq/; https://www.diabete.qc.ca/plan-du-site/; https://www.diabete.qc.ca/conditions-dutilisation/; https://www.diabete.qc.ca/politique-de-confidentialite/; #; https://www.diabete.qc.ca/conditions-dutilisation/; https://www.vortexsolution.com/; https://www.vortexsolution.com/,https://www.diabete.qc.ca/wp-content/themes/diabete.qc.ca/dist/images/logo.svg; https://www.diabete.qc.ca/wp-content/themes/diabete.qc.ca/dist/images/logo.svg
